"year","month","time","spi1","spi2","spi3","spi4","spi5","spi6","spi7","spi8","spi9","spi10","spi11","spi12"
1642,6,1642.54166666667,0,0,0,-0.449159,0.394866,-0.355414,0,0.602047,0.281234,0,0,0.238196
1642,7,1642.625,1,0.670194,0.530315,0.449159,0,0.710827,0,0.301024,0.843702,0.529273,0.250468,0.238196
1642,8,1642.70833333333,-1,0,0,0,0,-0.355414,0.325149,-0.301024,0,0.529273,0.250468,0
1642,9,1642.79166666667,-1,-1.340387,-0.530315,-0.449159,-0.394866,-0.355414,-0.650298,0,-0.562468,-0.264636,0.250468,0
1642,10,1642.875,1,0,-0.530315,0,0,0,0,-0.301024,0.281234,-0.264636,0,0.476392
1642,11,1642.95833333333,-1,0,-0.530315,-0.898319,-0.394866,-0.355414,-0.325149,-0.301024,-0.562468,0,-0.500935,-0.238196
1642,12,1643.04166666667,-2,-2.010581,-1.06063,-1.347478,-1.579463,-1.066241,-0.975447,-0.903071,-0.843702,-1.058546,-0.500935,-0.952784
1643,1,1643.125,2,0,-0.530315,0,-0.394866,-0.710827,-0.325149,-0.301024,-0.281234,-0.264636,-0.500935,0
1643,2,1643.20833333333,1,2.010581,0.530315,0,0.394866,0,-0.325149,0,0,0,0,-0.238196
1643,3,1643.29166666667,0,0.670194,1.590945,0.449159,0,0.355414,0,-0.301024,0,0,0,0
1643,4,1643.375,0,0,0.530315,1.347478,0.394866,0,0.325149,0,-0.281234,0,0,0
1643,5,1643.45833333333,0,0,0,0.449159,1.184597,0.355414,0,0.301024,0,-0.264636,0,0
1643,6,1643.54166666667,0,0,0,0,0.394866,1.066241,0.325149,0,0.281234,0,-0.250468,0
1643,7,1643.625,0,0,0,0,0,0.355414,0.975447,0.301024,0,0.264636,0,-0.238196
1643,8,1643.70833333333,0,0,0,0,0,0,0.325149,0.903071,0.281234,0,0.250468,0
1643,9,1643.79166666667,3,2.010581,1.590945,1.347478,1.184597,1.066241,0.975447,1.204095,1.687404,1.058546,0.751403,0.952784
1643,10,1643.875,-1,1.340387,1.06063,0.898319,0.789732,0.710827,0.650298,0.602047,0.843702,1.323182,0.751403,0.476392
1643,11,1643.95833333333,0,-0.670194,1.06063,0.898319,0.789732,0.710827,0.650298,0.602047,0.562468,0.793909,1.252338,0.714588
1643,12,1644.04166666667,-2,-1.340387,-1.590945,0,0,0,0,0,0,0,0.250468,0.714588
1644,1,1644.125,-2,-2.680774,-2.12126,-2.245797,-0.789732,-0.710827,-0.650298,-0.602047,-0.562468,-0.529273,-0.500935,-0.238196
1644,2,1644.20833333333,2,0,-1.06063,-0.898319,-1.184597,0,0,0,0,0,0,0
1644,3,1644.29166666667,0,1.340387,0,-0.898319,-0.789732,-1.066241,0,0,0,0,0,0
1644,4,1644.375,-2,-1.340387,0,-0.898319,-1.579463,-1.421655,-1.625745,-0.602047,-0.562468,-0.529273,-0.500935,-0.476392
1644,5,1644.45833333333,1,-0.670194,-0.530315,0.449159,-0.394866,-1.066241,-0.975447,-1.204095,-0.281234,-0.264636,-0.250468,-0.238196
1644,6,1644.54166666667,2,2.010581,0.530315,0.449159,1.184597,0.355414,-0.325149,-0.301024,-0.562468,0.264636,0.250468,0.238196
1644,7,1644.625,-2,0,0.530315,-0.449159,-0.394866,0.355414,-0.325149,-0.903071,-0.843702,-1.058546,-0.250468,-0.238196
1644,8,1644.70833333333,1,-0.670194,0.530315,0.898319,0,0,0.650298,0,-0.562468,-0.529273,-0.751403,0
1644,9,1644.79166666667,1,1.340387,0,0.898319,1.184597,0.355414,0.325149,0.903071,0.281234,-0.264636,-0.250468,-0.476392
1644,10,1644.875,2,2.010581,2.12126,0.898319,1.579463,1.777069,0.975447,0.903071,1.40617,0.793909,0.250468,0.238196
1644,11,1644.95833333333,0,1.340387,1.590945,1.796638,0.789732,1.421655,1.625745,0.903071,0.843702,1.323182,0.751403,0.238196
1644,12,1645.04166666667,0,0,1.06063,1.347478,1.579463,0.710827,1.300596,1.505119,0.843702,0.793909,1.252338,0.714588
1645,1,1645.125,0,0,0,0.898319,1.184597,1.421655,0.650298,1.204095,1.40617,0.793909,0.751403,1.19098
1645,2,1645.20833333333,-1,-0.670194,-0.530315,-0.449159,0.394866,0.710827,0.975447,0.301024,0.843702,1.058546,0.500935,0.476392
1645,3,1645.29166666667,0,-0.670194,-0.530315,-0.449159,-0.394866,0.355414,0.650298,0.903071,0.281234,0.793909,1.001871,0.476392
1645,4,1645.375,0,0,-0.530315,-0.449159,-0.394866,-0.355414,0.325149,0.602047,0.843702,0.264636,0.751403,0.952784
1645,5,1645.45833333333,0,0,0,-0.449159,-0.394866,-0.355414,-0.325149,0.301024,0.562468,0.793909,0.250468,0.714588
1645,6,1645.54166666667,0,0,0,0,-0.394866,-0.355414,-0.325149,-0.301024,0.281234,0.529273,0.751403,0.238196
1645,7,1645.625,1,0.670194,0.530315,0.449159,0.394866,0,0,0,0,0.529273,0.751403,0.952784
1645,8,1645.70833333333,1,1.340387,1.06063,0.898319,0.789732,0.710827,0.325149,0.301024,0.281234,0.264636,0.751403,0.952784
1645,9,1645.79166666667,2,2.010581,2.12126,1.796638,1.579463,1.421655,1.300596,0.903071,0.843702,0.793909,0.751403,1.19098
1645,10,1645.875,0,1.340387,1.590945,1.796638,1.579463,1.421655,1.300596,1.204095,0.843702,0.793909,0.751403,0.714588
1645,11,1645.95833333333,0,0,1.06063,1.347478,1.579463,1.421655,1.300596,1.204095,1.124936,0.793909,0.751403,0.714588
1645,12,1646.04166666667,0,0,0,0.898319,1.184597,1.421655,1.300596,1.204095,1.124936,1.058546,0.751403,0.714588
1646,1,1646.125,-1,-0.670194,-0.530315,-0.449159,0.394866,0.710827,0.975447,0.903071,0.843702,0.793909,0.751403,0.476392
1646,2,1646.20833333333,-1,-1.340387,-1.06063,-0.898319,-0.789732,0,0.325149,0.602047,0.562468,0.529273,0.500935,0.476392
1646,3,1646.29166666667,1,0,-0.530315,-0.449159,-0.394866,-0.355414,0.325149,0.602047,0.843702,0.793909,0.751403,0.714588
1646,4,1646.375,3,2.680774,1.590945,0.898319,0.789732,0.710827,0.650298,1.204095,1.40617,1.587819,1.502806,1.429176
1646,5,1646.45833333333,0,2.010581,2.12126,1.347478,0.789732,0.710827,0.650298,0.602047,1.124936,1.323182,1.502806,1.429176
1646,6,1646.54166666667,3,2.010581,3.18189,3.144116,2.369195,1.777069,1.625745,1.505119,1.40617,1.852455,2.003741,2.143764
1646,7,1646.625,-1,1.340387,1.06063,2.245797,2.369195,1.777069,1.300596,1.204095,1.124936,1.058546,1.502806,1.667372
1646,8,1646.70833333333,1,0,1.590945,1.347478,2.369195,2.487896,1.950894,1.505119,1.40617,1.323182,1.252338,1.667372
1646,9,1646.79166666667,2,2.010581,1.06063,2.245797,1.974329,2.84331,2.926341,2.40819,1.968638,1.852455,1.753274,1.667372
1646,10,1646.875,3,3.350968,3.18189,2.245797,3.158926,2.84331,3.576639,3.612285,3.093574,2.646365,2.504677,2.38196
1646,11,1646.95833333333,0,2.010581,2.651575,2.694956,1.974329,2.84331,2.601192,3.311261,3.374808,2.911001,2.504677,2.38196
1646,12,1647.04166666667,2,1.340387,2.651575,3.144116,3.158926,2.487896,3.25149,3.010237,3.656042,3.704911,3.25608,2.858352
1647,1,1647.125,1,2.010581,1.590945,2.694956,3.158926,3.198723,2.601192,3.311261,3.093574,3.704911,3.757015,3.334744
1647,2,1647.20833333333,-3,-1.340387,0,0,1.184597,1.777069,1.950894,1.505119,2.249872,2.117092,2.755144,2.858352
1647,3,1647.29166666667,-2,-3.350968,-2.12126,-0.898319,-0.789732,0.355414,0.975447,1.204095,0.843702,1.587819,1.502806,2.143764
1647,4,1647.375,1,-0.670194,-2.12126,-1.347478,-0.394866,-0.355414,0.650298,1.204095,1.40617,1.058546,1.753274,1.667372
1647,5,1647.45833333333,1,1.340387,0,-1.347478,-0.789732,0,0,0.903071,1.40617,1.587819,1.252338,1.905568
1647,6,1647.54166666667,1,1.340387,1.590945,0.449159,-0.789732,-0.355414,0.325149,0.301024,1.124936,1.587819,1.753274,1.429176
1647,7,1647.625,1,1.340387,1.590945,1.796638,0.789732,-0.355414,0,0.602047,0.562468,1.323182,1.753274,1.905568
1647,8,1647.70833333333,2,2.010581,2.12126,2.245797,2.369195,1.421655,0.325149,0.602047,1.124936,1.058546,1.753274,2.143764
1647,9,1647.79166666667,0,1.340387,1.590945,1.796638,1.974329,2.132482,1.300596,0.301024,0.562468,1.058546,1.001871,1.667372
1647,10,1647.875,0,0,1.06063,1.347478,1.579463,1.777069,1.950894,1.204095,0.281234,0.529273,1.001871,0.952784
1647,11,1647.95833333333,0,0,0,0.898319,1.184597,1.421655,1.625745,1.806142,1.124936,0.264636,0.500935,0.952784
1647,12,1648.04166666667,0,0,0,0,0.789732,1.066241,1.300596,1.505119,1.687404,1.058546,0.250468,0.476392
1648,1,1648.125,-1,-0.670194,-0.530315,-0.449159,-0.394866,0.355414,0.650298,0.903071,1.124936,1.323182,0.751403,0
1648,2,1648.20833333333,1,0,0,0,0,0,0.650298,0.903071,1.124936,1.323182,1.502806,0.952784
1648,3,1648.29166666667,3,2.680774,1.590945,1.347478,1.184597,1.066241,0.975447,1.505119,1.687404,1.852455,2.003741,2.143764
1648,4,1648.375,0,2.010581,2.12126,1.347478,1.184597,1.066241,0.975447,0.903071,1.40617,1.587819,1.753274,1.905568
1648,5,1648.45833333333,2,1.340387,2.651575,2.694956,1.974329,1.777069,1.625745,1.505119,1.40617,1.852455,2.003741,2.143764
1648,6,1648.54166666667,1,2.010581,1.590945,2.694956,2.76406,2.132482,1.950894,1.806142,1.687404,1.587819,2.003741,2.143764
1648,7,1648.625,2,2.010581,2.651575,2.245797,3.158926,3.198723,2.601192,2.40819,2.249872,2.117092,2.003741,2.38196
1648,8,1648.70833333333,3,3.350968,3.18189,3.593275,3.158926,3.909551,3.901788,3.311261,3.093574,2.911001,2.755144,2.620156
1648,9,1648.79166666667,2,3.350968,3.712205,3.593275,3.948658,3.554137,4.226937,4.214332,3.656042,3.440274,3.25608,3.096548
1648,10,1648.875,0,1.340387,2.651575,3.144116,3.158926,3.554137,3.25149,3.913309,3.937276,3.440274,3.25608,3.096548
1648,11,1648.95833333333,3,2.010581,2.651575,3.593275,3.948658,3.909551,4.226937,3.913309,4.499744,4.49882,4.007483,3.811136
1648,12,1649.04166666667,-3,0,0,0.898319,1.974329,2.487896,2.601192,3.010237,2.81234,3.440274,3.506547,3.096548
1649,1,1649.125,1,-1.340387,0.530315,0.449159,1.184597,2.132482,2.601192,2.709214,3.093574,2.911001,3.506547,3.57294
1649,2,1649.20833333333,-1,0,-1.590945,0,0,0.710827,1.625745,2.107166,2.249872,2.646365,2.504677,3.096548
1649,3,1649.29166666667,2,0.670194,1.06063,-0.449159,0.789732,0.710827,1.300596,2.107166,2.531106,2.646365,3.005612,2.858352
1649,4,1649.375,-1,0.670194,0,0.449159,-0.789732,0.355414,0.325149,0.903071,1.687404,2.117092,2.254209,2.620156
1649,5,1649.45833333333,2,0.670194,1.590945,0.898319,1.184597,0,0.975447,0.903071,1.40617,2.117092,2.504677,2.620156
1649,6,1649.54166666667,0,1.340387,0.530315,1.347478,0.789732,1.066241,0,0.903071,0.843702,1.323182,2.003741,2.38196
1649,7,1649.625,-1,-0.670194,0.530315,0,0.789732,0.355414,0.650298,-0.301024,0.562468,0.529273,1.001871,1.667372
1649,8,1649.70833333333,1,0,0,0.898319,0.394866,1.066241,0.650298,0.903071,0,0.793909,0.751403,1.19098
1649,9,1649.79166666667,0,0.670194,0,0,0.789732,0.355414,0.975447,0.602047,0.843702,0,0.751403,0.714588
1649,10,1649.875,3,2.010581,2.12126,1.347478,1.184597,1.777069,1.300596,1.806142,1.40617,1.587819,0.751403,1.429176
1649,11,1649.95833333333,0,2.010581,1.590945,1.796638,1.184597,1.066241,1.625745,1.204095,1.687404,1.323182,1.502806,0.714588
1649,12,1650.04166666667,0,0,1.590945,1.347478,1.579463,1.066241,0.975447,1.505119,1.124936,1.587819,1.252338,1.429176
1650,1,1650.125,2,1.340387,1.06063,2.245797,1.974329,2.132482,1.625745,1.505119,1.968638,1.587819,2.003741,1.667372
1650,2,1650.20833333333,0,1.340387,1.06063,0.898319,1.974329,1.777069,1.950894,1.505119,1.40617,1.852455,1.502806,1.905568
1650,3,1650.29166666667,3,2.010581,2.651575,2.245797,1.974329,2.84331,2.601192,2.709214,2.249872,2.117092,2.504677,2.143764
1650,4,1650.375,0,2.010581,1.590945,2.245797,1.974329,1.777069,2.601192,2.40819,2.531106,2.117092,2.003741,2.38196
1650,5,1650.45833333333,3,2.010581,3.18189,2.694956,3.158926,2.84331,2.601192,3.311261,3.093574,3.175638,2.755144,2.620156
1650,6,1650.54166666667,2,3.350968,2.651575,3.593275,3.158926,3.554137,3.25149,3.010237,3.656042,3.440274,3.506547,3.096548
1650,7,1650.625,2,2.680774,3.712205,3.144116,3.948658,3.554137,3.901788,3.612285,3.374808,3.969547,3.757015,3.811136
1650,8,1650.70833333333,-1,0.670194,1.590945,2.694956,2.369195,3.198723,2.926341,3.311261,3.093574,2.911001,3.506547,3.334744
1650,9,1650.79166666667,3,1.340387,2.12126,2.694956,3.553792,3.198723,3.901788,3.612285,3.937276,3.704911,3.506547,4.049332
1650,10,1650.875,2,3.350968,2.12126,2.694956,3.158926,3.909551,3.576639,4.214332,3.937276,4.234184,4.007483,3.811136
1650,11,1650.95833333333,0,1.340387,2.651575,1.796638,2.369195,2.84331,3.576639,3.311261,3.937276,3.704911,4.007483,3.811136
1650,12,1651.04166666667,1,0.670194,1.590945,2.694956,1.974329,2.487896,2.926341,3.612285,3.374808,3.969547,3.757015,4.049332
1651,1,1651.125,2,2.010581,1.590945,2.245797,3.158926,2.487896,2.926341,3.311261,3.937276,3.704911,4.25795,4.049332
1651,2,1651.20833333333,2,2.680774,2.651575,2.245797,2.76406,3.554137,2.926341,3.311261,3.656042,4.234184,4.007483,4.525724
1651,3,1651.29166666667,2,2.680774,3.18189,3.144116,2.76406,3.198723,3.901788,3.311261,3.656042,3.969547,4.508418,4.287528
1651,4,1651.375,1,2.010581,2.651575,3.144116,3.158926,2.84331,3.25149,3.913309,3.374808,3.704911,4.007483,4.525724
1651,5,1651.45833333333,1,1.340387,2.12126,2.694956,3.158926,3.198723,2.926341,3.311261,3.937276,3.440274,3.757015,4.049332
1651,6,1651.54166666667,1,1.340387,1.590945,2.245797,2.76406,3.198723,3.25149,3.010237,3.374808,3.969547,3.506547,3.811136
1651,7,1651.625,0,0.670194,1.06063,1.347478,1.974329,2.487896,2.926341,3.010237,2.81234,3.175638,3.757015,3.334744
1651,8,1651.70833333333,0,0,0.530315,0.898319,1.184597,1.777069,2.276043,2.709214,2.81234,2.646365,3.005612,3.57294
1651,9,1651.79166666667,2,1.340387,1.06063,1.347478,1.579463,1.777069,2.276043,2.709214,3.093574,3.175638,3.005612,3.334744
1651,10,1651.875,2,2.680774,2.12126,1.796638,1.974329,2.132482,2.276043,2.709214,3.093574,3.440274,3.506547,3.334744
1651,11,1651.95833333333,2,2.680774,3.18189,2.694956,2.369195,2.487896,2.601192,2.709214,3.093574,3.440274,3.757015,3.811136
1651,12,1652.04166666667,1,2.010581,2.651575,3.144116,2.76406,2.487896,2.601192,2.709214,2.81234,3.175638,3.506547,3.811136
1652,1,1652.125,0,0.670194,1.590945,2.245797,2.76406,2.487896,2.276043,2.40819,2.531106,2.646365,3.005612,3.334744
1652,2,1652.20833333333,0,0,0.530315,1.347478,1.974329,2.487896,2.276043,2.107166,2.249872,2.381728,2.504677,2.858352
1652,3,1652.29166666667,-2,-1.340387,-1.06063,-0.449159,0.394866,1.066241,1.625745,1.505119,1.40617,1.587819,1.753274,1.905568
1652,4,1652.375,-2,-2.680774,-2.12126,-1.796638,-1.184597,-0.355414,0.325149,0.903071,0.843702,0.793909,1.001871,1.19098
1652,5,1652.45833333333,-3,-3.350968,-3.712205,-3.144116,-2.76406,-2.132482,-1.300596,-0.602047,0,0,0,0.238196
1652,6,1652.54166666667,-1,-2.680774,-3.18189,-3.593275,-3.158926,-2.84331,-2.276043,-1.505119,-0.843702,-0.264636,-0.250468,-0.238196
1652,7,1652.625,2,0.670194,-1.06063,-1.796638,-2.369195,-2.132482,-1.950894,-1.505119,-0.843702,-0.264636,0.250468,0.238196
1652,8,1652.70833333333,-1,0.670194,0,-1.347478,-1.974329,-2.487896,-2.276043,-2.107166,-1.687404,-1.058546,-0.500935,0
1652,9,1652.79166666667,1,0,1.06063,0.449159,-0.789732,-1.421655,-1.950894,-1.806142,-1.687404,-1.323182,-0.751403,-0.238196
1652,10,1652.875,0,0.670194,0,0.898319,0.394866,-0.710827,-1.300596,-1.806142,-1.687404,-1.587819,-1.252338,-0.714588
1652,11,1652.95833333333,1,0.670194,1.06063,0.449159,1.184597,0.710827,-0.325149,-0.903071,-1.40617,-1.323182,-1.252338,-0.952784
1652,12,1653.04166666667,0,0.670194,0.530315,0.898319,0.394866,1.066241,0.650298,-0.301024,-0.843702,-1.323182,-1.252338,-1.19098
1653,1,1653.125,-1,-0.670194,0,0,0.394866,0,0.650298,0.301024,-0.562468,-1.058546,-1.502806,-1.429176
1653,2,1653.20833333333,1,0,0,0.449159,0.394866,0.710827,0.325149,0.903071,0.562468,-0.264636,-0.751403,-1.19098
1653,3,1653.29166666667,1,1.340387,0.530315,0.449159,0.789732,0.710827,0.975447,0.602047,1.124936,0.793909,0,-0.476392
1653,4,1653.375,-2,-0.670194,0,-0.449159,-0.394866,0,0,0.301024,0,0.529273,0.250468,-0.476392
1653,5,1653.45833333333,-2,-2.680774,-1.590945,-0.898319,-1.184597,-1.066241,-0.650298,-0.602047,-0.281234,-0.529273,0,-0.238196
1653,6,1653.54166666667,-2,-2.680774,-3.18189,-2.245797,-1.579463,-1.777069,-1.625745,-1.204095,-1.124936,-0.793909,-1.001871,-0.476392
1653,7,1653.625,-2,-2.680774,-3.18189,-3.593275,-2.76406,-2.132482,-2.276043,-2.107166,-1.687404,-1.587819,-1.252338,-1.429176
1653,8,1653.70833333333,-1,-2.010581,-2.651575,-3.144116,-3.553792,-2.84331,-2.276043,-2.40819,-2.249872,-1.852455,-1.753274,-1.429176
1653,9,1653.79166666667,2,0.670194,-0.530315,-1.347478,-1.974329,-2.487896,-1.950894,-1.505119,-1.687404,-1.587819,-1.252338,-1.19098
1653,10,1653.875,0,1.340387,0.530315,-0.449159,-1.184597,-1.777069,-2.276043,-1.806142,-1.40617,-1.587819,-1.502806,-1.19098
1653,11,1653.95833333333,1,0.670194,1.590945,0.898319,0,-0.710827,-1.300596,-1.806142,-1.40617,-1.058546,-1.252338,-1.19098
1653,12,1654.04166666667,1,1.340387,1.06063,1.796638,1.184597,0.355414,-0.325149,-0.903071,-1.40617,-1.058546,-0.751403,-0.952784
1654,1,1654.125,-1,0,0.530315,0.449159,1.184597,0.710827,0,-0.602047,-1.124936,-1.587819,-1.252338,-0.952784
1654,2,1654.20833333333,-2,-2.010581,-1.06063,-0.449159,-0.394866,0.355414,0,-0.602047,-1.124936,-1.587819,-2.003741,-1.667372
1654,3,1654.29166666667,0,-1.340387,-1.590945,-0.898319,-0.394866,-0.355414,0.325149,0,-0.562468,-1.058546,-1.502806,-1.905568
1654,4,1654.375,0,0,-1.06063,-1.347478,-0.789732,-0.355414,-0.325149,0.301024,0,-0.529273,-1.001871,-1.429176
1654,5,1654.45833333333,0,0,0,-0.898319,-1.184597,-0.710827,-0.325149,-0.301024,0.281234,0,-0.500935,-0.952784
1654,6,1654.54166666667,1,0.670194,0.530315,0.449159,-0.394866,-0.710827,-0.325149,0,0,0.529273,0.250468,-0.238196
1654,7,1654.625,1,1.340387,1.06063,0.898319,0.789732,0,-0.325149,0,0.281234,0.264636,0.751403,0.476392
1654,8,1654.70833333333,1,1.340387,1.590945,1.347478,1.184597,1.066241,0.325149,0,0.281234,0.529273,0.500935,0.952784
1654,9,1654.79166666667,-1,0,0.530315,0.898319,0.789732,0.710827,0.650298,0,-0.281234,0,0.250468,0.238196
1654,10,1654.875,-1,-1.340387,-0.530315,0,0.394866,0.355414,0.325149,0.301024,-0.281234,-0.529273,-0.250468,0
1654,11,1654.95833333333,-1,-1.340387,-1.590945,-0.898319,-0.394866,0,0,0,0,-0.529273,-0.751403,-0.476392
1654,12,1655.04166666667,1,0,-0.530315,-0.898319,-0.394866,0,0.325149,0.301024,0.281234,0.264636,-0.250468,-0.476392
1655,1,1655.125,1,1.340387,0.530315,0,-0.394866,0,0.325149,0.602047,0.562468,0.529273,0.500935,0
1655,2,1655.20833333333,2,2.010581,2.12126,1.347478,0.789732,0.355414,0.650298,0.903071,1.124936,1.058546,1.001871,0.952784
1655,3,1655.29166666667,1,2.010581,2.12126,2.245797,1.579463,1.066241,0.650298,0.903071,1.124936,1.323182,1.252338,1.19098
1655,4,1655.375,-1,0,1.06063,1.347478,1.579463,1.066241,0.650298,0.301024,0.562468,0.793909,1.001871,0.952784
1655,5,1655.45833333333,-1,-1.340387,-0.530315,0.449159,0.789732,1.066241,0.650298,0.301024,0,0.264636,0.500935,0.714588
1655,6,1655.54166666667,1,0,-0.530315,0,0.789732,1.066241,1.300596,0.903071,0.562468,0.264636,0.500935,0.714588
1655,7,1655.625,2,2.010581,1.06063,0.449159,0.789732,1.421655,1.625745,1.806142,1.40617,1.058546,0.751403,0.952784
1655,8,1655.70833333333,0,1.340387,1.590945,0.898319,0.394866,0.710827,1.300596,1.505119,1.687404,1.323182,1.001871,0.714588
1655,9,1655.79166666667,0,0,1.06063,1.347478,0.789732,0.355414,0.650298,1.204095,1.40617,1.587819,1.252338,0.952784
1655,10,1655.875,0,0,0,0.898319,1.184597,0.710827,0.325149,0.602047,1.124936,1.323182,1.502806,1.19098
1655,11,1655.95833333333,0,0,0,0,0.789732,1.066241,0.650298,0.301024,0.562468,1.058546,1.252338,1.429176
1655,12,1656.04166666667,1,0.670194,0.530315,0.449159,0.394866,1.066241,1.300596,0.903071,0.562468,0.793909,1.252338,1.429176
1656,1,1656.125,1,1.340387,1.06063,0.898319,0.789732,0.710827,1.300596,1.505119,1.124936,0.793909,1.001871,1.429176
1656,2,1656.20833333333,0,0.670194,1.06063,0.898319,0.789732,0.710827,0.650298,1.204095,1.40617,1.058546,0.751403,0.952784
1656,3,1656.29166666667,0,0,0.530315,0.898319,0.789732,0.710827,0.650298,0.602047,1.124936,1.323182,1.001871,0.714588
1656,4,1656.375,1,0.670194,0.530315,0.898319,1.184597,1.066241,0.975447,0.903071,0.843702,1.323182,1.502806,1.19098
1656,5,1656.45833333333,-1,0,0,0,0.394866,0.710827,0.650298,0.602047,0.562468,0.529273,1.001871,1.19098
1656,6,1656.54166666667,1,0,0.530315,0.449159,0.394866,0.710827,0.975447,0.903071,0.843702,0.793909,0.751403,1.19098
1656,7,1656.625,-2,-0.670194,-1.06063,-0.449159,-0.394866,-0.355414,0,0.301024,0.281234,0.264636,0.250468,0.238196
1656,8,1656.70833333333,-3,-3.350968,-2.12126,-2.245797,-1.579463,-1.421655,-1.300596,-0.903071,-0.562468,-0.529273,-0.500935,-0.476392
1656,9,1656.79166666667,0,-2.010581,-2.651575,-1.796638,-1.974329,-1.421655,-1.300596,-1.204095,-0.843702,-0.529273,-0.500935,-0.476392
1656,10,1656.875,0,0,-1.590945,-2.245797,-1.579463,-1.777069,-1.300596,-1.204095,-1.124936,-0.793909,-0.500935,-0.476392
1656,11,1656.95833333333,1,0.670194,0.530315,-0.898319,-1.579463,-1.066241,-1.300596,-0.903071,-0.843702,-0.793909,-0.500935,-0.238196
1656,12,1657.04166666667,2,2.010581,1.590945,1.347478,0,-0.710827,-0.325149,-0.602047,-0.281234,-0.264636,-0.250468,0
1657,1,1657.125,1,2.010581,2.12126,1.796638,1.579463,0.355414,-0.325149,0,-0.281234,0,0,0
1657,2,1657.20833333333,0,0.670194,1.590945,1.796638,1.579463,1.421655,0.325149,-0.301024,0,-0.264636,0,0
1657,3,1657.29166666667,0,0,0.530315,1.347478,1.579463,1.421655,1.300596,0.301024,-0.281234,0,-0.250468,0
1657,4,1657.375,-1,-0.670194,-0.530315,0,0.789732,1.066241,0.975447,0.903071,0,-0.529273,-0.250468,-0.476392
1657,5,1657.45833333333,-1,-1.340387,-1.06063,-0.898319,-0.394866,0.355414,0.650298,0.602047,0.562468,-0.264636,-0.751403,-0.476392
1657,6,1657.54166666667,-2,-2.010581,-2.12126,-1.796638,-1.579463,-1.066241,-0.325149,0,0,0,-0.751403,-1.19098
1657,7,1657.625,-1,-2.010581,-2.12126,-2.245797,-1.974329,-1.777069,-1.300596,-0.602047,-0.281234,-0.264636,-0.250468,-0.952784
1657,8,1657.70833333333,1,0,-1.06063,-1.347478,-1.579463,-1.421655,-1.300596,-0.903071,-0.281234,0,0,0
1657,9,1657.79166666667,2,2.010581,1.06063,0,-0.394866,-0.710827,-0.650298,-0.602047,-0.281234,0.264636,0.500935,0.476392
1657,10,1657.875,1,2.010581,2.12126,1.347478,0.394866,0,-0.325149,-0.301024,-0.281234,0,0.500935,0.714588
1657,11,1657.95833333333,1,1.340387,2.12126,2.245797,1.579463,0.710827,0.325149,0,0,0,0.250468,0.714588
1657,12,1658.04166666667,1,1.340387,1.590945,2.245797,2.369195,1.777069,0.975447,0.602047,0.281234,0.264636,0.250468,0.476392
1658,1,1658.125,2,2.010581,2.12126,2.245797,2.76406,2.84331,2.276043,1.505119,1.124936,0.793909,0.751403,0.714588
1658,2,1658.20833333333,2,2.680774,2.651575,2.694956,2.76406,3.198723,3.25149,2.709214,1.968638,1.587819,1.252338,1.19098
1658,3,1658.29166666667,0,1.340387,2.12126,2.245797,2.369195,2.487896,2.926341,3.010237,2.531106,1.852455,1.502806,1.19098
1658,4,1658.375,2,1.340387,2.12126,2.694956,2.76406,2.84331,2.926341,3.311261,3.374808,2.911001,2.254209,1.905568
1658,5,1658.45833333333,1,2.010581,1.590945,2.245797,2.76406,2.84331,2.926341,3.010237,3.374808,3.440274,3.005612,2.38196
1658,6,1658.54166666667,1,1.340387,2.12126,1.796638,2.369195,2.84331,2.926341,3.010237,3.093574,3.440274,3.506547,3.096548
1658,7,1658.625,0,0.670194,1.06063,1.796638,1.579463,2.132482,2.601192,2.709214,2.81234,2.911001,3.25608,3.334744
1658,8,1658.70833333333,-1,-0.670194,0,0.449159,1.184597,1.066241,1.625745,2.107166,2.249872,2.381728,2.504677,2.858352
1658,9,1658.79166666667,0,-0.670194,-0.530315,0,0.394866,1.066241,0.975447,1.505119,1.968638,2.117092,2.254209,2.38196
1658,10,1658.875,0,0,-0.530315,-0.449159,0,0.355414,0.975447,0.903071,1.40617,1.852455,2.003741,2.143764
1658,11,1658.95833333333,1,0.670194,0.530315,0,0,0.355414,0.650298,1.204095,1.124936,1.587819,2.003741,2.143764
1658,12,1659.04166666667,1,1.340387,1.06063,0.898319,0.394866,0.355414,0.650298,0.903071,1.40617,1.323182,1.753274,2.143764
1659,1,1659.125,1,1.340387,1.590945,1.347478,1.184597,0.710827,0.650298,0.903071,1.124936,1.587819,1.502806,1.905568
1659,2,1659.20833333333,1,1.340387,1.590945,1.796638,1.579463,1.421655,0.975447,0.903071,1.124936,1.323182,1.753274,1.667372
1659,3,1659.29166666667,-1,0,0.530315,0.898319,1.184597,1.066241,0.975447,0.602047,0.562468,0.793909,1.001871,1.429176
1659,4,1659.375,0,-0.670194,0,0.449159,0.789732,1.066241,0.975447,0.903071,0.562468,0.529273,0.751403,0.952784
1659,5,1659.45833333333,-1,-0.670194,-1.06063,-0.449159,0,0.355414,0.650298,0.602047,0.562468,0.264636,0.250468,0.476392
1659,6,1659.54166666667,0,-0.670194,-0.530315,-0.898319,-0.394866,0,0.325149,0.602047,0.562468,0.529273,0.250468,0.238196
