"year","month","time","hdi","hwi","hhi","hxi"
1500,1,1500.125,0,0,0,0
1500,2,1500.20833333333,0,0,0,0
1500,3,1500.29166666667,0,0,0,0
1500,4,1500.375,0,1,1,1
1500,5,1500.45833333333,0,1.340387,1.340387,1.340387
1500,6,1500.54166666667,-1.5,0,-1.5,-1.5
1500,7,1500.625,-2,0,-2,-2
1500,8,1500.70833333333,0,1.5,1.5,1.5
1500,9,1500.79166666667,0,1.340387,1.340387,1.340387
1500,10,1500.875,0,0,0,0
1500,11,1500.95833333333,0,1,1,1
1500,12,1501.04166666667,0,1.340387,1.340387,1.340387
1501,1,1501.125,0,0.670194,0.670194,0.670194
1501,2,1501.20833333333,0,0,0,0
1501,3,1501.29166666667,0,1,1,1
1501,4,1501.375,0,1.340387,1.340387,1.340387
1501,5,1501.45833333333,0,1.590945,1.590945,1.590945
1501,6,1501.54166666667,0,0.670194,0.670194,0.670194
1501,7,1501.625,0,0,0,0
1501,8,1501.70833333333,0,1.5,1.5,1.5
1501,9,1501.79166666667,0,1.340387,1.340387,1.340387
1501,10,1501.875,0,0,0,0
1501,11,1501.95833333333,0,1.796638,1.796638,1.796638
1501,12,1502.04166666667,0,2.381728,2.381728,2.381728
1502,1,1502.125,0,2.487896,2.487896,2.487896
1502,2,1502.20833333333,0,3,3,3
1502,3,1502.29166666667,0,3,3,3
1502,4,1502.375,0,2.84331,2.84331,2.84331
1502,5,1502.45833333333,0,2.646365,2.646365,2.646365
1502,6,1502.54166666667,0,2.40819,2.40819,2.40819
1502,7,1502.625,-1.5,0,-1.5,-1.5
1502,8,1502.70833333333,-2,0,-2,-2
1502,9,1502.79166666667,0,1,1,1
1502,10,1502.875,0,1.340387,1.340387,1.340387
1502,11,1502.95833333333,0,2,2,2
1502,12,1503.04166666667,0,2.245797,2.245797,2.245797
1503,1,1503.125,0,2.369195,2.369195,2.369195
1503,2,1503.20833333333,0,2.487896,2.487896,2.487896
1503,3,1503.29166666667,0,2.276043,2.276043,2.276043
1503,4,1503.375,-1,0,-1,-1
1503,5,1503.45833333333,-2,0,-2,-2
1503,6,1503.54166666667,-2.245797,0,-2.245797,-2.245797
1503,7,1503.625,-2.694956,0,-2.694956,-2.694956
1503,8,1503.70833333333,-2.369195,0,-2.369195,-2.369195
1503,9,1503.79166666667,0,1,1,1
1503,10,1503.875,0,2,2,2
1503,11,1503.95833333333,0,2.245797,2.245797,2.245797
1503,12,1504.04166666667,0,2.245797,2.245797,2.245797
1504,1,1504.125,0,2.76406,2.76406,2.76406
1504,2,1504.20833333333,0,3,3,3
1504,3,1504.29166666667,0,2.926341,2.926341,2.926341
1504,4,1504.375,-1.5,2.107166,0.607166,2.107166
1504,5,1504.45833333333,-2,0,-2,-2
1504,6,1504.54166666667,-2.694956,0,-2.694956,-2.694956
1504,7,1504.625,-3,0,-3,-3
1504,8,1504.70833333333,-3,0,-3,-3
1504,9,1504.79166666667,-2.84331,0,-2.84331,-2.84331
1504,10,1504.875,-2.601192,0,-2.601192,-2.601192
1504,11,1504.95833333333,-2.40819,0,-2.40819,-2.40819
1504,12,1505.04166666667,-2.249872,0,-2.249872,-2.249872
1505,1,1505.125,0,1,1,1
1505,2,1505.20833333333,0,1.340387,1.340387,1.340387
1505,3,1505.29166666667,0,0.670194,0.670194,0.670194
1505,4,1505.375,0,0,0,0
1505,5,1505.45833333333,0,0,0,0
1505,6,1505.54166666667,0,0,0,0
1505,7,1505.625,0,1.5,1.5,1.5
1505,8,1505.70833333333,0,2,2,2
1505,9,1505.79166666667,0,2.245797,2.245797,2.245797
1505,10,1505.875,0,2.694956,2.694956,2.694956
1505,11,1505.95833333333,0,2.369195,2.369195,2.369195
1505,12,1506.04166666667,0,2.132482,2.132482,2.132482
1506,1,1506.125,0,0,0,0
1506,2,1506.20833333333,0,0,0,0
1506,3,1506.29166666667,0,0,0,0
1506,4,1506.375,0,0,0,0
1506,5,1506.45833333333,0,0,0,0
1506,6,1506.54166666667,-1.5,0,-1.5,-1.5
1506,7,1506.625,-2,0,-2,-2
1506,8,1506.70833333333,-1.590945,0,-1.590945,-1.590945
1506,9,1506.79166666667,0,0,0,0
1506,10,1506.875,0,0,0,0
1506,11,1506.95833333333,0,0,0,0
1506,12,1507.04166666667,0,0,0,0
1507,1,1507.125,0,0,0,0
1507,2,1507.20833333333,0,0,0,0
1507,3,1507.29166666667,-1,0,-1,-1
1507,4,1507.375,-1.340387,0,-1.340387,-1.340387
1507,5,1507.45833333333,-0.670194,0,-0.670194,-0.670194
1507,6,1507.54166666667,-1.796638,0,-1.796638,-1.796638
1507,7,1507.625,-0.670194,1,0.329806,1
1507,8,1507.70833333333,0,0.670194,0.670194,0.670194
1507,9,1507.79166666667,-1,0,-1,-1
1507,10,1507.875,-1.340387,0,-1.340387,-1.340387
1507,11,1507.95833333333,-0.670194,0,-0.670194,-0.670194
1507,12,1508.04166666667,0,0,0,0
1508,1,1508.125,0,0,0,0
1508,2,1508.20833333333,0,0,0,0
1508,3,1508.29166666667,0,1,1,1
1508,4,1508.375,0,1.340387,1.340387,1.340387
1508,5,1508.45833333333,0,1.590945,1.590945,1.590945
1508,6,1508.54166666667,0,0.670194,0.670194,0.670194
1508,7,1508.625,0,1,1,1
1508,8,1508.70833333333,0,2.132482,2.132482,2.132482
1508,9,1508.79166666667,0,2.276043,2.276043,2.276043
1508,10,1508.875,0,2.107166,2.107166,2.107166
1508,11,1508.95833333333,0,2.249872,2.249872,2.249872
1508,12,1509.04166666667,0,2.117092,2.117092,2.117092
1509,1,1509.125,0,0,0,0
1509,2,1509.20833333333,0,0,0,0
1509,3,1509.29166666667,0,0,0,0
1509,4,1509.375,0,0,0,0
1509,5,1509.45833333333,0,0,0,0
1509,6,1509.54166666667,0,1,1,1
1509,7,1509.625,0,1.340387,1.340387,1.340387
1509,8,1509.70833333333,-1.5,0,-1.5,-1.5
1509,9,1509.79166666667,-2,0,-2,-2
1509,10,1509.875,-2.245797,0,-2.245797,-2.245797
1509,11,1509.95833333333,-2.694956,0,-2.694956,-2.694956
1509,12,1510.04166666667,-2.369195,0,-2.369195,-2.369195
1510,1,1510.125,-2.487896,0,-2.487896,-2.487896
1510,2,1510.20833333333,-2.601192,0,-2.601192,-2.601192
1510,3,1510.29166666667,-2.107166,1,-1.107166,-2.107166
1510,4,1510.375,0,0.670194,0.670194,0.670194
1510,5,1510.45833333333,0,1.590945,1.590945,1.590945
1510,6,1510.54166666667,0,1.340387,1.340387,1.340387
1510,7,1510.625,0,0,0,0
1510,8,1510.70833333333,0,0,0,0
1510,9,1510.79166666667,0,0,0,0
1510,10,1510.875,0,0,0,0
1510,11,1510.95833333333,-1,0,-1,-1
1510,12,1511.04166666667,0,1.5,1.5,1.5
1511,1,1511.125,0,1.340387,1.340387,1.340387
1511,2,1511.20833333333,0,2,2,2
1511,3,1511.29166666667,0,2.245797,2.245797,2.245797
1511,4,1511.375,0,1.590945,1.590945,1.590945
1511,5,1511.45833333333,0,2.132482,2.132482,2.132482
1511,6,1511.54166666667,0,2.276043,2.276043,2.276043
1511,7,1511.625,0,3,3,3
1511,8,1511.70833333333,0,3,3,3
1511,9,1511.79166666667,0,3.175638,3.175638,3.175638
1511,10,1511.875,0,3.005612,3.005612,3.005612
1511,11,1511.95833333333,0,2.646365,2.646365,2.646365
1511,12,1512.04166666667,0,2.117092,2.117092,2.117092
1512,1,1512.125,-1,0,-1,-1
1512,2,1512.20833333333,-2,0,-2,-2
1512,3,1512.29166666667,-1.590945,0,-1.590945,-1.590945
1512,4,1512.375,-1.796638,0,-1.796638,-1.796638
1512,5,1512.45833333333,0,1,1,1
1512,6,1512.54166666667,0,2,2,2
1512,7,1512.625,-1.5,0,-1.5,-1.5
1512,8,1512.70833333333,-2,0,-2,-2
1512,9,1512.79166666667,0,1.5,1.5,1.5
1512,10,1512.875,-1,1.340387,0.340387,1.340387
1512,11,1512.95833333333,-0.670194,0,-0.670194,-0.670194
1512,12,1513.04166666667,0,1.796638,1.796638,1.796638
1513,1,1513.125,0,2,2,2
1513,2,1513.20833333333,0,1.590945,1.590945,1.590945
1513,3,1513.29166666667,0,0,0,0
1513,4,1513.375,0,1,1,1
1513,5,1513.45833333333,0,0.670194,0.670194,0.670194
1513,6,1513.54166666667,-1,0,-1,-1
1513,7,1513.625,-0.670194,0,-0.670194,-0.670194
1513,8,1513.70833333333,-1,0,-1,-1
1513,9,1513.79166666667,-1.340387,0,-1.340387,-1.340387
1513,10,1513.875,-0.670194,0,-0.670194,-0.670194
1513,11,1513.95833333333,-2.245797,0,-2.245797,-2.245797
1513,12,1514.04166666667,-2,0,-2,-2
1514,1,1514.125,-2.84331,0,-2.84331,-2.84331
1514,2,1514.20833333333,0,1.5,1.5,1.5
1514,3,1514.29166666667,0,2,2,2
1514,4,1514.375,0,2,2,2
1514,5,1514.45833333333,0,2.694956,2.694956,2.694956
1514,6,1514.54166666667,0,2.369195,2.369195,2.369195
1514,7,1514.625,-1,0,-1,-1
1514,8,1514.70833333333,-0.670194,0,-0.670194,-0.670194
1514,9,1514.79166666667,0,2.107166,2.107166,2.107166
1514,10,1514.875,0,2.81234,2.81234,2.81234
1514,11,1514.95833333333,0,3.440274,3.440274,3.440274
1514,12,1515.04166666667,-1,3.005612,2.005612,3.005612
1515,1,1515.125,0,3.57294,3.57294,3.57294
1515,2,1515.20833333333,0,3.334744,3.334744,3.334744
1515,3,1515.29166666667,0,3.704911,3.704911,3.704911
1515,4,1515.375,0,4,4,4
1515,5,1515.45833333333,0,4,4,4
1515,6,1515.54166666667,0,4,4,4
1515,7,1515.625,0,4,4,4
1515,8,1515.70833333333,0,4,4,4
1515,9,1515.79166666667,-1.5,4,2.5,4
1515,10,1515.875,-0.670194,4,3.329806,4
1515,11,1515.95833333333,0,4,4,4
1515,12,1516.04166666667,0,4,4,4
1516,1,1516.125,-2,3.57294,1.57294,3.57294
1516,2,1516.20833333333,0,3.811136,3.811136,3.811136
1516,3,1516.29166666667,0,3.334744,3.334744,3.334744
1516,4,1516.375,-1,2.117092,1.117092,2.117092
1516,5,1516.45833333333,-2,0,-2,-2
1516,6,1516.54166666667,-1.590945,0,-1.590945,-1.590945
1516,7,1516.625,-2.694956,0,-2.694956,-2.694956
1516,8,1516.70833333333,-3,0,-3,-3
1516,9,1516.79166666667,-3,0,-3,-3
1516,10,1516.875,-3,0,-3,-3
1516,11,1516.95833333333,-3,0,-3,-3
1516,12,1517.04166666667,-2.249872,1.5,-0.749872,-2.249872
1517,1,1517.125,0,2,2,2
1517,2,1517.20833333333,-2.117092,0,-2.117092,-2.117092
1517,3,1517.29166666667,-2.531106,0,-2.531106,-2.531106
1517,4,1517.375,-3.096548,0,-3.096548,-3.096548
1517,5,1517.45833333333,-3.005612,0,-3.005612,-3.005612
1517,6,1517.54166666667,-3.334744,0,-3.334744,-3.334744
1517,7,1517.625,-2.487896,1.5,-0.987896,-2.487896
1517,8,1517.70833333333,0,2,2,2
1517,9,1517.79166666667,0,2,2,2
1517,10,1517.875,-1.5,1.796638,0.296638,1.796638
1517,11,1517.95833333333,-2,0,-2,-2
1517,12,1518.04166666667,-1.590945,0,-1.590945,-1.590945
1518,1,1518.125,0,1.5,1.5,1.5
1518,2,1518.20833333333,0,1.340387,1.340387,1.340387
1518,3,1518.29166666667,0,2,2,2
1518,4,1518.375,0,1.796638,1.796638,1.796638
1518,5,1518.45833333333,-2,0,-2,-2
1518,6,1518.54166666667,-2,0,-2,-2
1518,7,1518.625,-2,0,-2,-2
1518,8,1518.70833333333,-1.796638,0,-1.796638,-1.796638
1518,9,1518.79166666667,0,1.5,1.5,1.5
1518,10,1518.875,-1.5,0,-1.5,-1.5
1518,11,1518.95833333333,-1.340387,0,-1.340387,-1.340387
1518,12,1519.04166666667,-2.107166,0,-2.107166,-2.107166
1519,1,1519.125,-1.796638,1,-0.796638,-1.796638
1519,2,1519.20833333333,0,2,2,2
1519,3,1519.29166666667,0,1.590945,1.590945,1.590945
1519,4,1519.375,-1.5,0,-1.5,-1.5
1519,5,1519.45833333333,0,1.5,1.5,1.5
1519,6,1519.54166666667,0,2,2,2
1519,7,1519.625,0,2.276043,2.276043,2.276043
1519,8,1519.70833333333,0,3,3,3
1519,9,1519.79166666667,0,3,3,3
1519,10,1519.875,0,3,3,3
1519,11,1519.95833333333,0,3,3,3
1519,12,1520.04166666667,0,3,3,3
1520,1,1520.125,0,2.81234,2.81234,2.81234
1520,2,1520.20833333333,-1.5,2.117092,0.617092,2.117092
1520,3,1520.29166666667,-1.340387,0,-1.340387,-1.340387
1520,4,1520.375,0,0,0,0
1520,5,1520.45833333333,0,1,1,1
1520,6,1520.54166666667,0,0.670194,0.670194,0.670194
1520,7,1520.625,0,0,0,0
1520,8,1520.70833333333,0,1.5,1.5,1.5
1520,9,1520.79166666667,0,2.369195,2.369195,2.369195
1520,10,1520.875,0,2.245797,2.245797,2.245797
1520,11,1520.95833333333,0,2.245797,2.245797,2.245797
1520,12,1521.04166666667,0,0,0,0
1521,1,1521.125,0,0,0,0
1521,2,1521.20833333333,0,0,0,0
1521,3,1521.29166666667,0,1,1,1
1521,4,1521.375,-1,0,-1,-1
1521,5,1521.45833333333,-2,0,-2,-2
1521,6,1521.54166666667,-2,0,-2,-2
1521,7,1521.625,-2.694956,0,-2.694956,-2.694956
1521,8,1521.70833333333,-2.76406,0,-2.76406,-2.76406
1521,9,1521.79166666667,-3,0,-3,-3
1521,10,1521.875,-3,0,-3,-3
1521,11,1521.95833333333,-3,0,-3,-3
1521,12,1522.04166666667,-3.704911,0,-3.704911,-3.704911
1522,1,1522.125,-4,0,-4,-4
1522,2,1522.20833333333,-4,0,-4,-4
1522,3,1522.29166666667,-4,0,-4,-4
1522,4,1522.375,-3.334744,1.5,-1.834744,-3.334744
1522,5,1522.45833333333,-2.117092,2,-0.117092,-2.117092
1522,6,1522.54166666667,0,2.245797,2.245797,2.245797
1522,7,1522.625,0,2.245797,2.245797,2.245797
1522,8,1522.70833333333,0,0,0,0
1522,9,1522.79166666667,0,0,0,0
1522,10,1522.875,0,1,1,1
1522,11,1522.95833333333,0,2.107166,2.107166,2.107166
1522,12,1523.04166666667,0,2.81234,2.81234,2.81234
1523,1,1523.125,0,2.646365,2.646365,2.646365
1523,2,1523.20833333333,0,2.117092,2.117092,2.117092
1523,3,1523.29166666667,-1,0,-1,-1
1523,4,1523.375,-1.340387,0,-1.340387,-1.340387
1523,5,1523.45833333333,-0.670194,0,-0.670194,-0.670194
1523,6,1523.54166666667,0,1,1,1
1523,7,1523.625,-1.5,0,-1.5,-1.5
1523,8,1523.70833333333,-2.132482,0,-2.132482,-2.132482
1523,9,1523.79166666667,-2,0,-2,-2
1523,10,1523.875,-2.245797,0,-2.245797,-2.245797
1523,11,1523.95833333333,0,1.5,1.5,1.5
1523,12,1524.04166666667,0,2,2,2
1524,1,1524.125,0,3,3,3
1524,2,1524.20833333333,0,3,3,3
1524,3,1524.29166666667,0,3,3,3
1524,4,1524.375,0,3,3,3
1524,5,1524.45833333333,-1,2.601192,1.601192,2.601192
1524,6,1524.54166666667,0,2.709214,2.709214,2.709214
1524,7,1524.625,0,2.81234,2.81234,2.81234
1524,8,1524.70833333333,0,2.911001,2.911001,2.911001
1524,9,1524.79166666667,0,2.381728,2.381728,2.381728
1524,10,1524.875,-1,0,-1,-1
1524,11,1524.95833333333,-1.340387,0,-1.340387,-1.340387
1524,12,1525.04166666667,-0.670194,0,-0.670194,-0.670194
1525,1,1525.125,0,1,1,1
1525,2,1525.20833333333,-1,0,-1,-1
1525,3,1525.29166666667,-1.340387,0,-1.340387,-1.340387
1525,4,1525.375,-1.590945,0,-1.590945,-1.590945
1525,5,1525.45833333333,-0.670194,0,-0.670194,-0.670194
1525,6,1525.54166666667,0,0,0,0
1525,7,1525.625,-1,0,-1,-1
1525,8,1525.70833333333,0,1,1,1
1525,9,1525.79166666667,0,0.670194,0.670194,0.670194
1525,10,1525.875,0,0,0,0
1525,11,1525.95833333333,0,1,1,1
1525,12,1526.04166666667,-1,0,-1,-1
1526,1,1526.125,0,1,1,1
1526,2,1526.20833333333,0,1.340387,1.340387,1.340387
1526,3,1526.29166666667,0,2,2,2
1526,4,1526.375,-1,1.796638,0.796638,1.796638
1526,5,1526.45833333333,0,1.796638,1.796638,1.796638
1526,6,1526.54166666667,-1,0,-1,-1
1526,7,1526.625,0,1.5,1.5,1.5
1526,8,1526.70833333333,0,1.340387,1.340387,1.340387
1526,9,1526.79166666667,0,0,0,0
1526,10,1526.875,0,1,1,1
1526,11,1526.95833333333,0,0.670194,0.670194,0.670194
1526,12,1527.04166666667,0,1,1,1
1527,1,1527.125,0,2,2,2
1527,2,1527.20833333333,0,1.590945,1.590945,1.590945
1527,3,1527.29166666667,0,1.796638,1.796638,1.796638
1527,4,1527.375,0,0.670194,0.670194,0.670194
1527,5,1527.45833333333,0,0,0,0
1527,6,1527.54166666667,-1,0,-1,-1
1527,7,1527.625,-0.670194,0,-0.670194,-0.670194
1527,8,1527.70833333333,-1,0,-1,-1
1527,9,1527.79166666667,0,1,1,1
1527,10,1527.875,-1,0,-1,-1
1527,11,1527.95833333333,0,1.5,1.5,1.5
1527,12,1528.04166666667,-1,0.670194,-0.329806,-1
1528,1,1528.125,-0.670194,0,-0.670194,-0.670194
1528,2,1528.20833333333,0,1,1,1
1528,3,1528.29166666667,0,0.670194,0.670194,0.670194
1528,4,1528.375,0,0,0,0
1528,5,1528.45833333333,0,0,0,0
1528,6,1528.54166666667,0,0,0,0
1528,7,1528.625,0,1,1,1
1528,8,1528.70833333333,0,2,2,2
1528,9,1528.79166666667,0,2,2,2
1528,10,1528.875,0,2.694956,2.694956,2.694956
1528,11,1528.95833333333,0,2.76406,2.76406,2.76406
1528,12,1529.04166666667,0,2.487896,2.487896,2.487896
1529,1,1529.125,0,2.276043,2.276043,2.276043
1529,2,1529.20833333333,0,2.107166,2.107166,2.107166
1529,3,1529.29166666667,0,2.249872,2.249872,2.249872
1529,4,1529.375,-1,0,-1,-1
1529,5,1529.45833333333,0,1,1,1
1529,6,1529.54166666667,0,2,2,2
1529,7,1529.625,0,2,2,2
1529,8,1529.70833333333,0,3,3,3
1529,9,1529.79166666667,0,2.76406,2.76406,2.76406
1529,10,1529.875,0,2.84331,2.84331,2.84331
1529,11,1529.95833333333,0,2.926341,2.926341,2.926341
1529,12,1530.04166666667,0,3,3,3
1530,1,1530.125,0,2.81234,2.81234,2.81234
1530,2,1530.20833333333,0,2.646365,2.646365,2.646365
1530,3,1530.29166666667,-1.5,0,-1.5,-1.5
1530,4,1530.375,-0.670194,1,0.329806,1
1530,5,1530.45833333333,0,0.670194,0.670194,0.670194
1530,6,1530.54166666667,0,0,0,0
1530,7,1530.625,0,0,0,0
1530,8,1530.70833333333,0,1.5,1.5,1.5
1530,9,1530.79166666667,0,1.340387,1.340387,1.340387
1530,10,1530.875,0,2,2,2
1530,11,1530.95833333333,0,1.796638,1.796638,1.796638
1530,12,1531.04166666667,0,1.590945,1.590945,1.590945
1531,1,1531.125,-1.5,0,-1.5,-1.5
1531,2,1531.20833333333,-1.340387,0,-1.340387,-1.340387
1531,3,1531.29166666667,0,1.5,1.5,1.5
1531,4,1531.375,0,2,2,2
1531,5,1531.45833333333,0,2.245797,2.245797,2.245797
1531,6,1531.54166666667,0,2.694956,2.694956,2.694956
1531,7,1531.625,-1,0,-1,-1
1531,8,1531.70833333333,-0.670194,0,-0.670194,-0.670194
1531,9,1531.79166666667,-1,0,-1,-1
1531,10,1531.875,-0.670194,0,-0.670194,-0.670194
1531,11,1531.95833333333,0,0,0,0
1531,12,1532.04166666667,0,1.5,1.5,1.5
1532,1,1532.125,0,2,2,2
1532,2,1532.20833333333,0,2,2,2
1532,3,1532.29166666667,0,1.796638,1.796638,1.796638
1532,4,1532.375,0,0,0,0
1532,5,1532.45833333333,0,0,0,0
1532,6,1532.54166666667,0,0,0,0
1532,7,1532.625,-1.5,0,-1.5,-1.5
1532,8,1532.70833333333,-2.245797,0,-2.245797,-2.245797
1532,9,1532.79166666667,-2.245797,0,-2.245797,-2.245797
1532,10,1532.875,-2.245797,0,-2.245797,-2.245797
1532,11,1532.95833333333,0,1,1,1
1532,12,1533.04166666667,0,2,2,2
1533,1,1533.125,0,2,2,2
1533,2,1533.20833333333,0,2.694956,2.694956,2.694956
1533,3,1533.29166666667,0,2.369195,2.369195,2.369195
1533,4,1533.375,0,2.487896,2.487896,2.487896
1533,5,1533.45833333333,0,2.276043,2.276043,2.276043
1533,6,1533.54166666667,0,2.107166,2.107166,2.107166
1533,7,1533.625,0,0,0,0
1533,8,1533.70833333333,0,0,0,0
1533,9,1533.79166666667,0,0,0,0
1533,10,1533.875,0,0,0,0
1533,11,1533.95833333333,0,1,1,1
1533,12,1534.04166666667,0,1.340387,1.340387,1.340387
1534,1,1534.125,0,2,2,2
1534,2,1534.20833333333,0,2.245797,2.245797,2.245797
1534,3,1534.29166666667,0,1.796638,1.796638,1.796638
1534,4,1534.375,0,2.132482,2.132482,2.132482
1534,5,1534.45833333333,-1.5,0,-1.5,-1.5
1534,6,1534.54166666667,-2,0,-2,-2
1534,7,1534.625,-2.245797,0,-2.245797,-2.245797
1534,8,1534.70833333333,-3,0,-3,-3
1534,9,1534.79166666667,-3,1,-2,-3
1534,10,1534.875,-2.84331,0.670194,-2.173116,-2.84331
1534,11,1534.95833333333,-2.601192,0,-2.601192,-2.601192
1534,12,1535.04166666667,-2.40819,0,-2.40819,-2.40819
1535,1,1535.125,-2.249872,0,-2.249872,-2.249872
1535,2,1535.20833333333,0,1,1,1
1535,3,1535.29166666667,0,2,2,2
1535,4,1535.375,0,2.245797,2.245797,2.245797
1535,5,1535.45833333333,0,3,3,3
1535,6,1535.54166666667,-1,2.369195,1.369195,2.369195
1535,7,1535.625,-0.670194,2.132482,1.462288,2.132482
1535,8,1535.70833333333,0,2.601192,2.601192,2.601192
1535,9,1535.79166666667,0,2.40819,2.40819,2.40819
1535,10,1535.875,0,2.249872,2.249872,2.249872
1535,11,1535.95833333333,0,2.646365,2.646365,2.646365
1535,12,1536.04166666667,0,2.381728,2.381728,2.381728
1536,1,1536.125,0,0,0,0
1536,2,1536.20833333333,-1,0,-1,-1
1536,3,1536.29166666667,-0.670194,0,-0.670194,-0.670194
1536,4,1536.375,-1,0,-1,-1
1536,5,1536.45833333333,-2,0,-2,-2
1536,6,1536.54166666667,-2.369195,0,-2.369195,-2.369195
1536,7,1536.625,-3,0,-3,-3
1536,8,1536.70833333333,-3,0,-3,-3
1536,9,1536.79166666667,-3.440274,0,-3.440274,-3.440274
1536,10,1536.875,-3.704911,0,-3.704911,-3.704911
1536,11,1536.95833333333,-3.704911,0,-3.704911,-3.704911
1536,12,1537.04166666667,-3.506547,0,-3.506547,-3.506547
1537,1,1537.125,-3.440274,0,-3.440274,-3.440274
1537,2,1537.20833333333,-3.005612,1,-2.005612,-3.005612
1537,3,1537.29166666667,-2.117092,1.340387,-0.776705,-2.117092
1537,4,1537.375,0,1.590945,1.590945,1.590945
1537,5,1537.45833333333,0,2.245797,2.245797,2.245797
1537,6,1537.54166666667,0,3,3,3
1537,7,1537.625,0,3,3,3
1537,8,1537.70833333333,0,3,3,3
1537,9,1537.79166666667,0,3.175638,3.175638,3.175638
1537,10,1537.875,0,3.175638,3.175638,3.175638
1537,11,1537.95833333333,-1,2.911001,1.911001,2.911001
1537,12,1538.04166666667,-1.340387,2.381728,1.041341,2.381728
1538,1,1538.125,-1.590945,0,-1.590945,-1.590945
1538,2,1538.20833333333,-0.670194,0,-0.670194,-0.670194
1538,3,1538.29166666667,-1,0,-1,-1
1538,4,1538.375,0,1,1,1
1538,5,1538.45833333333,0,1.340387,1.340387,1.340387
1538,6,1538.54166666667,0,1.590945,1.590945,1.590945
1538,7,1538.625,-1.5,0,-1.5,-1.5
1538,8,1538.70833333333,-2,0,-2,-2
1538,9,1538.79166666667,-2,0,-2,-2
1538,10,1538.875,-1.796638,0,-1.796638,-1.796638
1538,11,1538.95833333333,0,1,1,1
1538,12,1539.04166666667,0,2,2,2
1539,1,1539.125,0,2,2,2
1539,2,1539.20833333333,0,1.796638,1.796638,1.796638
1539,3,1539.29166666667,0,1.796638,1.796638,1.796638
1539,4,1539.375,0,2.132482,2.132482,2.132482
1539,5,1539.45833333333,0,2.926341,2.926341,2.926341
1539,6,1539.54166666667,0,3,3,3
1539,7,1539.625,0,3,3,3
1539,8,1539.70833333333,0,3.440274,3.440274,3.440274
1539,9,1539.79166666667,0,3.757015,3.757015,3.757015
1539,10,1539.875,0,4,4,4
1539,11,1539.95833333333,0,4,4,4
1539,12,1540.04166666667,0,4,4,4
1540,1,1540.125,0,4,4,4
1540,2,1540.20833333333,-1,4,3,4
1540,3,1540.29166666667,-2,4,2,4
1540,4,1540.375,-2,3.334744,1.334744,3.334744
1540,5,1540.45833333333,-3,0,-3,-3
1540,6,1540.54166666667,-3,0,-3,-3
1540,7,1540.625,-3,0,-3,-3
1540,8,1540.70833333333,-3,0,-3,-3
1540,9,1540.79166666667,-3.440274,0,-3.440274,-3.440274
1540,10,1540.875,-4,0,-4,-4
1540,11,1540.95833333333,-4,1,-3,-4
1540,12,1541.04166666667,-4,1.340387,-2.659613,-4
1541,1,1541.125,-3.811136,1.590945,-2.220191,-3.811136
1541,2,1541.20833333333,-3.57294,0.670194,-2.902746,-3.57294
1541,3,1541.29166666667,-3.096548,0,-3.096548,-3.096548
1541,4,1541.375,0,0,0,0
1541,5,1541.45833333333,-1.5,0,-1.5,-1.5
1541,6,1541.54166666667,-2,0,-2,-2
1541,7,1541.625,-2,0,-2,-2
1541,8,1541.70833333333,0,1.5,1.5,1.5
1541,9,1541.79166666667,0,2,2,2
1541,10,1541.875,0,2,2,2
1541,11,1541.95833333333,0,1.796638,1.796638,1.796638
1541,12,1542.04166666667,0,1,1,1
1542,1,1542.125,0,2.132482,2.132482,2.132482
1542,2,1542.20833333333,0,2.276043,2.276043,2.276043
1542,3,1542.29166666667,0,2.709214,2.709214,2.709214
1542,4,1542.375,0,2.81234,2.81234,2.81234
1542,5,1542.45833333333,0,2.911001,2.911001,2.911001
1542,6,1542.54166666667,0,3.25608,3.25608,3.25608
1542,7,1542.625,0,3.57294,3.57294,3.57294
1542,8,1542.70833333333,0,3.334744,3.334744,3.334744
1542,9,1542.79166666667,0,3.175638,3.175638,3.175638
1542,10,1542.875,0,3.005612,3.005612,3.005612
1542,11,1542.95833333333,0,2.646365,2.646365,2.646365
1542,12,1543.04166666667,0,2.646365,2.646365,2.646365
1543,1,1543.125,0,3.096548,3.096548,3.096548
1543,2,1543.20833333333,0,3.096548,3.096548,3.096548
1543,3,1543.29166666667,0,2.646365,2.646365,2.646365
1543,4,1543.375,0,2.117092,2.117092,2.117092
1543,5,1543.45833333333,0,0,0,0
1543,6,1543.54166666667,0,0,0,0
1543,7,1543.625,0,0,0,0
1543,8,1543.70833333333,0,1.5,1.5,1.5
1543,9,1543.79166666667,0,1.340387,1.340387,1.340387
1543,10,1543.875,-1,0,-1,-1
1543,11,1543.95833333333,-1.340387,0,-1.340387,-1.340387
1543,12,1544.04166666667,0,1,1,1
1544,1,1544.125,0,0.670194,0.670194,0.670194
1544,2,1544.20833333333,0,0,0,0
1544,3,1544.29166666667,0,1,1,1
1544,4,1544.375,0,0.670194,0.670194,0.670194
1544,5,1544.45833333333,0,0,0,0
1544,6,1544.54166666667,0,1,1,1
1544,7,1544.625,0,2,2,2
1544,8,1544.70833333333,0,2,2,2
1544,9,1544.79166666667,0,1.796638,1.796638,1.796638
1544,10,1544.875,0,0,0,0
1544,11,1544.95833333333,0,0,0,0
1544,12,1545.04166666667,0,0,0,0
1545,1,1545.125,0,1,1,1
