"year","month","time","hdi","hwi","hhi","hxi"
1756,11,1756.95833333333,0,0,0,0
1756,12,1757.04166666667,-2.245797,0,-2.245797,-2.245797
1757,1,1757.125,-2.76406,0,-2.76406,-2.76406
1757,2,1757.20833333333,-3,0,-3,-3
1757,3,1757.29166666667,-3,0,-3,-3
1757,4,1757.375,-2.76406,0,-2.76406,-2.76406
1757,5,1757.45833333333,-2.84331,0,-2.84331,-2.84331
1757,6,1757.54166666667,-2.646365,0,-2.646365,-2.646365
1757,7,1757.625,-2.40819,0,-2.40819,-2.40819
1757,8,1757.70833333333,-2.249872,0,-2.249872,-2.249872
1757,9,1757.79166666667,-2.646365,0,-2.646365,-2.646365
1757,10,1757.875,-1.340387,0,-1.340387,-1.340387
1757,11,1757.95833333333,0,0,0,0
1757,12,1758.04166666667,0,0,0,0
1758,1,1758.125,-1,0,-1,-1
1758,2,1758.20833333333,0,1,1,1
1758,3,1758.29166666667,0,1.340387,1.340387,1.340387
1758,4,1758.375,-1,0,-1,-1
1758,5,1758.45833333333,-2,0,-2,-2
1758,6,1758.54166666667,-0.670194,1,0.329806,1
1758,7,1758.625,0,2,2,2
1758,8,1758.70833333333,0,2,2,2
1758,9,1758.79166666667,-1,0,-1,-1
1758,10,1758.875,-1.340387,0,-1.340387,-1.340387
1758,11,1758.95833333333,-1.590945,0,-1.590945,-1.590945
1758,12,1759.04166666667,-0.670194,0,-0.670194,-0.670194
1759,1,1759.125,0,0,0,0
1759,2,1759.20833333333,-1,0,-1,-1
1759,3,1759.29166666667,-1.340387,0,-1.340387,-1.340387
1759,4,1759.375,-0.670194,0,-0.670194,-0.670194
1759,5,1759.45833333333,-2.249872,0,-2.249872,-2.249872
1759,6,1759.54166666667,-1.340387,1,-0.340387,-1.340387
1759,7,1759.625,-1.590945,0,-1.590945,-1.590945
1759,8,1759.70833333333,-0.670194,0,-0.670194,-0.670194
1759,9,1759.79166666667,0,0,0,0
1759,10,1759.875,0,1.5,1.5,1.5
1759,11,1759.95833333333,0,1.340387,1.340387,1.340387
1759,12,1760.04166666667,-1.5,0,-1.5,-1.5
1760,1,1760.125,-1.340387,0,-1.340387,-1.340387
1760,2,1760.20833333333,0,0,0,0
1760,3,1760.29166666667,0,0,0,0
1760,4,1760.375,-1.5,0,-1.5,-1.5
1760,5,1760.45833333333,0,1.5,1.5,1.5
1760,6,1760.54166666667,0,2,2,2
1760,7,1760.625,-1,1.590945,0.590945,1.590945
1760,8,1760.70833333333,-0.670194,0,-0.670194,-0.670194
1760,9,1760.79166666667,-1.590945,0,-1.590945,-1.590945
1760,10,1760.875,0,1.5,1.5,1.5
1760,11,1760.95833333333,0,2,2,2
1760,12,1761.04166666667,0,1.590945,1.590945,1.590945
1761,1,1761.125,-1,0,-1,-1
1761,2,1761.20833333333,0,1.5,1.5,1.5
1761,3,1761.29166666667,-1.5,0,-1.5,-1.5
1761,4,1761.375,-1.340387,0,-1.340387,-1.340387
1761,5,1761.45833333333,0,1,1,1
1761,6,1761.54166666667,0,2,2,2
1761,7,1761.625,0,1.590945,1.590945,1.590945
1761,8,1761.70833333333,-1.5,0,-1.5,-1.5
1761,9,1761.79166666667,0,1.5,1.5,1.5
1761,10,1761.875,0,1.340387,1.340387,1.340387
1761,11,1761.95833333333,0,1.590945,1.590945,1.590945
1761,12,1762.04166666667,-1.5,0,-1.5,-1.5
1762,1,1762.125,-1.340387,1,-0.340387,-1.340387
1762,2,1762.20833333333,0,1.340387,1.340387,1.340387
1762,3,1762.29166666667,0,0.670194,0.670194,0.670194
1762,4,1762.375,-1.5,0,-1.5,-1.5
1762,5,1762.45833333333,-0.670194,1,0.329806,1
1762,6,1762.54166666667,-1.590945,0,-1.590945,-1.590945
1762,7,1762.625,-2,0,-2,-2
1762,8,1762.70833333333,0,1.5,1.5,1.5
1762,9,1762.79166666667,0,2,2,2
1762,10,1762.875,0,2.245797,2.245797,2.245797
1762,11,1762.95833333333,-1,2.245797,1.245797,2.245797
1762,12,1763.04166666667,-2,0,-2,-2
1763,1,1763.125,-2,0,-2,-2
1763,2,1763.20833333333,-1.796638,1.5,-0.296638,-1.796638
1763,3,1763.29166666667,0,2,2,2
1763,4,1763.375,-1,0,-1,-1
1763,5,1763.45833333333,-1.340387,0,-1.340387,-1.340387
1763,6,1763.54166666667,-0.670194,0,-0.670194,-0.670194
1763,7,1763.625,0,2,2,2
1763,8,1763.70833333333,0,2,2,2
1763,9,1763.79166666667,0,2.245797,2.245797,2.245797
1763,10,1763.875,0,3,3,3
1763,11,1763.95833333333,0,3,3,3
1763,12,1764.04166666667,0,3,3,3
1764,1,1764.125,0,3.334744,3.334744,3.334744
1764,2,1764.20833333333,0,3.175638,3.175638,3.175638
1764,3,1764.29166666667,-1.5,3,1.5,3
1764,4,1764.375,-1.340387,2.911001,1.570614,2.911001
1764,5,1764.45833333333,0,2.249872,2.249872,2.249872
1764,6,1764.54166666667,0,3.334744,3.334744,3.334744
1764,7,1764.625,0,2.381728,2.381728,2.381728
1764,8,1764.70833333333,0,2.117092,2.117092,2.117092
1764,9,1764.79166666667,0,2.694956,2.694956,2.694956
1764,10,1764.875,0,2.76406,2.76406,2.76406
1764,11,1764.95833333333,0,2.487896,2.487896,2.487896
1764,12,1765.04166666667,0,2.276043,2.276043,2.276043
1765,1,1765.125,0,2.107166,2.107166,2.107166
1765,2,1765.20833333333,0,0,0,0
1765,3,1765.29166666667,0,2.381728,2.381728,2.381728
1765,4,1765.375,0,3.005612,3.005612,3.005612
1765,5,1765.45833333333,-1.5,1.590945,0.090945,1.590945
1765,6,1765.54166666667,-2,0,-2,-2
1765,7,1765.625,-2,0,-2,-2
1765,8,1765.70833333333,-2.245797,0,-2.245797,-2.245797
1765,9,1765.79166666667,0,0,0,0
1765,10,1765.875,0,2,2,2
1765,11,1765.95833333333,0,2,2,2
1765,12,1766.04166666667,-1,0,-1,-1
1766,1,1766.125,-2,0,-2,-2
1766,2,1766.20833333333,0,1.5,1.5,1.5
1766,3,1766.29166666667,0,2,2,2
1766,4,1766.375,-1,0,-1,-1
1766,5,1766.45833333333,0,1,1,1
1766,6,1766.54166666667,0,1.340387,1.340387,1.340387
1766,7,1766.625,0,1.590945,1.590945,1.590945
1766,8,1766.70833333333,0,0.670194,0.670194,0.670194
1766,9,1766.79166666667,0,0,0,0
1766,10,1766.875,0,0,0,0
1766,11,1766.95833333333,-1.5,0,-1.5,-1.5
1766,12,1767.04166666667,-2,0,-2,-2
1767,1,1767.125,-2,0,-2,-2
1767,2,1767.20833333333,0,1.5,1.5,1.5
1767,3,1767.29166666667,0,2,2,2
1767,4,1767.375,-1.5,0,-1.5,-1.5
1767,5,1767.45833333333,0,1.796638,1.796638,1.796638
1767,6,1767.54166666667,0,2,2,2
1767,7,1767.625,0,2,2,2
1767,8,1767.70833333333,-1.5,0,-1.5,-1.5
1767,9,1767.79166666667,-2,0,-2,-2
1767,10,1767.875,0,1.5,1.5,1.5
1767,11,1767.95833333333,0,1.340387,1.340387,1.340387
1767,12,1768.04166666667,-1.5,0,-1.5,-1.5
1768,1,1768.125,-2,0,-2,-2
1768,2,1768.20833333333,-1.590945,1,-0.590945,-1.590945
1768,3,1768.29166666667,-2.245797,0,-2.245797,-2.245797
1768,4,1768.375,-0.670194,1,0.329806,1
1768,5,1768.45833333333,-1,0,-1,-1
1768,6,1768.54166666667,-1.340387,0,-1.340387,-1.340387
1768,7,1768.625,0,1,1,1
1768,8,1768.70833333333,0,2,2,2
1768,9,1768.79166666667,0,2.245797,2.245797,2.245797
1768,10,1768.875,-1,2.245797,1.245797,2.245797
1768,11,1768.95833333333,0,2.369195,2.369195,2.369195
1768,12,1769.04166666667,-1.5,0,-1.5,-1.5
1769,1,1769.125,-2,0,-2,-2
1769,2,1769.20833333333,0,1,1,1
1769,3,1769.29166666667,-1,0,-1,-1
1769,4,1769.375,-2,0,-2,-2
1769,5,1769.45833333333,-1.590945,0,-1.590945,-1.590945
1769,6,1769.54166666667,0,2,2,2
1769,7,1769.625,-1,1.340387,0.340387,1.340387
1769,8,1769.70833333333,-0.670194,0,-0.670194,-0.670194
1769,9,1769.79166666667,0,0,0,0
1769,10,1769.875,-1.5,0,-1.5,-1.5
1769,11,1769.95833333333,-1.340387,0,-1.340387,-1.340387
1769,12,1770.04166666667,0,0,0,0
1770,1,1770.125,0,0,0,0
1770,2,1770.20833333333,-1,0,-1,-1
1770,3,1770.29166666667,0,1.5,1.5,1.5
1770,4,1770.375,0,2,2,2
1770,5,1770.45833333333,0,1.590945,1.590945,1.590945
1770,6,1770.54166666667,0,2.694956,2.694956,2.694956
1770,7,1770.625,0,2.369195,2.369195,2.369195
1770,8,1770.70833333333,-1,0,-1,-1
1770,9,1770.79166666667,0,2.276043,2.276043,2.276043
1770,10,1770.875,0,2.107166,2.107166,2.107166
1770,11,1770.95833333333,0,2.249872,2.249872,2.249872
1770,12,1771.04166666667,0,2.381728,2.381728,2.381728
1771,1,1771.125,0,0.670194,0.670194,0.670194
1771,2,1771.20833333333,0,0,0,0
1771,3,1771.29166666667,0,2.117092,2.117092,2.117092
1771,4,1771.375,0,1.340387,1.340387,1.340387
1771,5,1771.45833333333,0,1.590945,1.590945,1.590945
1771,6,1771.54166666667,0,0.670194,0.670194,0.670194
1771,7,1771.625,0,0,0,0
1771,8,1771.70833333333,0,2.132482,2.132482,2.132482
1771,9,1771.79166666667,0,2.276043,2.276043,2.276043
1771,10,1771.875,0,2.709214,2.709214,2.709214
1771,11,1771.95833333333,0,2.694956,2.694956,2.694956
1771,12,1772.04166666667,-1.5,0,-1.5,-1.5
1772,1,1772.125,-1.340387,0,-1.340387,-1.340387
1772,2,1772.20833333333,0,1.5,1.5,1.5
1772,3,1772.29166666667,0,1.340387,1.340387,1.340387
1772,4,1772.375,0,1.590945,1.590945,1.590945
1772,5,1772.45833333333,-1,0,-1,-1
1772,6,1772.54166666667,-0.670194,0,-0.670194,-0.670194
1772,7,1772.625,-1.590945,0,-1.590945,-1.590945
1772,8,1772.70833333333,-1.340387,0,-1.340387,-1.340387
1772,9,1772.79166666667,0,1,1,1
1772,10,1772.875,0,0.670194,0.670194,0.670194
1772,11,1772.95833333333,-1,0,-1,-1
1772,12,1773.04166666667,-2,0,-2,-2
1773,1,1773.125,-1.590945,0,-1.590945,-1.590945
1773,2,1773.20833333333,-1.796638,0,-1.796638,-1.796638
1773,3,1773.29166666667,-2.369195,0,-2.369195,-2.369195
1773,4,1773.375,-2.487896,0,-2.487896,-2.487896
1773,5,1773.45833333333,-2.276043,0,-2.276043,-2.276043
1773,6,1773.54166666667,-2.107166,0,-2.107166,-2.107166
1773,7,1773.625,-2.249872,0,-2.249872,-2.249872
1773,8,1773.70833333333,-2.646365,0,-2.646365,-2.646365
1773,9,1773.79166666667,-2.381728,0,-2.381728,-2.381728
1773,10,1773.875,0,0,0,0
1773,11,1773.95833333333,0,0,0,0
1773,12,1774.04166666667,0,1,1,1
1774,1,1774.125,0,0.670194,0.670194,0.670194
1774,2,1774.20833333333,0,1,1,1
1774,3,1774.29166666667,0,0.670194,0.670194,0.670194
1774,4,1774.375,0,0,0,0
1774,5,1774.45833333333,0,1.5,1.5,1.5
1774,6,1774.54166666667,0,1.340387,1.340387,1.340387
1774,7,1774.625,-1,0,-1,-1
1774,8,1774.70833333333,-1.340387,0,-1.340387,-1.340387
1774,9,1774.79166666667,-0.670194,0,-0.670194,-0.670194
1774,10,1774.875,0,0,0,0
1774,11,1774.95833333333,0,0,0,0
1774,12,1775.04166666667,-1,0,-1,-1
1775,1,1775.125,-1.340387,0,-1.340387,-1.340387
1775,2,1775.20833333333,-0.670194,0,-0.670194,-0.670194
1775,3,1775.29166666667,0,1.5,1.5,1.5
1775,4,1775.375,-1.5,0,-1.5,-1.5
1775,5,1775.45833333333,-2,0,-2,-2
1775,6,1775.54166666667,-2,0,-2,-2
1775,7,1775.625,0,1,1,1
1775,8,1775.70833333333,-1,0,-1,-1
1775,9,1775.79166666667,-1.340387,0,-1.340387,-1.340387
1775,10,1775.875,0,1,1,1
1775,11,1775.95833333333,0,0.670194,0.670194,0.670194
1775,12,1776.04166666667,-1.5,0,-1.5,-1.5
1776,1,1776.125,-2,0,-2,-2
1776,2,1776.20833333333,0,1.5,1.5,1.5
1776,3,1776.29166666667,-1.5,0,-1.5,-1.5
1776,4,1776.375,-2,0,-2,-2
1776,5,1776.45833333333,-2,0,-2,-2
1776,6,1776.54166666667,-1.796638,0,-1.796638,-1.796638
1776,7,1776.625,0,0,0,0
1776,8,1776.70833333333,0,0,0,0
1776,9,1776.79166666667,0,0,0,0
1776,10,1776.875,-1.5,0,-1.5,-1.5
1776,11,1776.95833333333,-2,0,-2,-2
1776,12,1777.04166666667,-2.381728,0,-2.381728,-2.381728
1777,1,1777.125,-3,0,-3,-3
1777,2,1777.20833333333,-3,0,-3,-3
1777,3,1777.29166666667,-2.84331,0,-2.84331,-2.84331
1777,4,1777.375,-2.926341,0,-2.926341,-2.926341
1777,5,1777.45833333333,-2.107166,1.5,-0.607166,-2.107166
1777,6,1777.54166666667,0,1.340387,1.340387,1.340387
1777,7,1777.625,0,2,2,2
1777,8,1777.70833333333,-1.5,0.670194,-0.829806,-1.5
1777,9,1777.79166666667,-2,0,-2,-2
1777,10,1777.875,-2,0,-2,-2
1777,11,1777.95833333333,-2.245797,0,-2.245797,-2.245797
1777,12,1778.04166666667,-2.76406,0,-2.76406,-2.76406
1778,1,1778.125,-2.84331,0,-2.84331,-2.84331
1778,2,1778.20833333333,-2.926341,0,-2.926341,-2.926341
1778,3,1778.29166666667,-2.709214,0,-2.709214,-2.709214
1778,4,1778.375,-2.531106,0,-2.531106,-2.531106
1778,5,1778.45833333333,-2.117092,1,-1.117092,-2.117092
1778,6,1778.54166666667,-2.117092,0,-2.117092,-2.117092
1778,7,1778.625,-0.670194,1,0.329806,1
1778,8,1778.70833333333,-2,0,-2,-2
1778,9,1778.79166666667,-2.245797,0,-2.245797,-2.245797
1778,10,1778.875,0,1.5,1.5,1.5
1778,11,1778.95833333333,0,2,2,2
1778,12,1779.04166666667,0,1.590945,1.590945,1.590945
1779,1,1779.125,-1.5,0,-1.5,-1.5
1779,2,1779.20833333333,-2,0,-2,-2
1779,3,1779.29166666667,-3,0,-3,-3
1779,4,1779.375,-3,0,-3,-3
1779,5,1779.45833333333,-3,0,-3,-3
1779,6,1779.54166666667,-2.84331,0,-2.84331,-2.84331
1779,7,1779.625,0,1.5,1.5,1.5
1779,8,1779.70833333333,-2.40819,0,-2.40819,-2.40819
1779,9,1779.79166666667,0,1.5,1.5,1.5
1779,10,1779.875,0,1.340387,1.340387,1.340387
1779,11,1779.95833333333,0,1.590945,1.590945,1.590945
1779,12,1780.04166666667,0,2.694956,2.694956,2.694956
1780,1,1780.125,-1,1.590945,0.590945,1.590945
1780,2,1780.20833333333,-2,0,-2,-2
1780,3,1780.29166666667,-1.590945,1,-0.590945,-1.590945
1780,4,1780.375,0,1.340387,1.340387,1.340387
1780,5,1780.45833333333,-1,0,-1,-1
1780,6,1780.54166666667,-1.340387,0,-1.340387,-1.340387
1780,7,1780.625,0,1.5,1.5,1.5
1780,8,1780.70833333333,-1.5,0,-1.5,-1.5
1780,9,1780.79166666667,-1.340387,0,-1.340387,-1.340387
1780,10,1780.875,0,1,1,1
1780,11,1780.95833333333,0,2,2,2
1780,12,1781.04166666667,-1,1.590945,0.590945,1.590945
1781,1,1781.125,0,1.796638,1.796638,1.796638
1781,2,1781.20833333333,0,0.670194,0.670194,0.670194
1781,3,1781.29166666667,-2,0,-2,-2
1781,4,1781.375,-2,0,-2,-2
1781,5,1781.45833333333,-3,0,-3,-3
1781,6,1781.54166666667,-3,0,-3,-3
1781,7,1781.625,-3,0,-3,-3
1781,8,1781.70833333333,-3,0,-3,-3
1781,9,1781.79166666667,-2.926341,1.5,-1.426341,-2.926341
1781,10,1781.875,-2.40819,2,-0.40819,-2.40819
1781,11,1781.95833333333,0,2,2,2
1781,12,1782.04166666667,0,1.796638,1.796638,1.796638
1782,1,1782.125,0,0,0,0
1782,2,1782.20833333333,-2,0,-2,-2
1782,3,1782.29166666667,-2,0,-2,-2
1782,4,1782.375,-2,0,-2,-2
1782,5,1782.45833333333,-1.796638,0,-1.796638,-1.796638
1782,6,1782.54166666667,-2.76406,0,-2.76406,-2.76406
1782,7,1782.625,-3,0,-3,-3
1782,8,1782.70833333333,-3,0,-3,-3
1782,9,1782.79166666667,-2.709214,1,-1.709214,-2.709214
1782,10,1782.875,-2.531106,0.670194,-1.860912,-2.531106
1782,11,1782.95833333333,-2.381728,0,-2.381728,-2.381728
1782,12,1783.04166666667,0,0,0,0
1783,1,1783.125,0,2,2,2
1783,2,1783.20833333333,0,2,2,2
1783,3,1783.29166666667,0,2.245797,2.245797,2.245797
1783,4,1783.375,-1.5,0,-1.5,-1.5
1783,5,1783.45833333333,-0.670194,1,0.329806,1
1783,6,1783.54166666667,-1,0,-1,-1
1783,7,1783.625,-2.245797,0,-2.245797,-2.245797
1783,8,1783.70833333333,-2.76406,0,-2.76406,-2.76406
1783,9,1783.79166666667,-2.694956,0,-2.694956,-2.694956
1783,10,1783.875,-2.369195,0,-2.369195,-2.369195
1783,11,1783.95833333333,-2.132482,0,-2.132482,-2.132482
1783,12,1784.04166666667,0,1.5,1.5,1.5
1784,1,1784.125,0,2,2,2
1784,2,1784.20833333333,-1,1.590945,0.590945,1.590945
1784,3,1784.29166666667,-0.670194,0,-0.670194,-0.670194
1784,4,1784.375,-1.590945,0,-1.590945,-1.590945
1784,5,1784.45833333333,-2.694956,0,-2.694956,-2.694956
1784,6,1784.54166666667,-2.369195,0,-2.369195,-2.369195
1784,7,1784.625,-2.245797,0,-2.245797,-2.245797
1784,8,1784.70833333333,-2.369195,0,-2.369195,-2.369195
1784,9,1784.79166666667,0,1,1,1
1784,10,1784.875,0,0.670194,0.670194,0.670194
1784,11,1784.95833333333,-2.117092,0,-2.117092,-2.117092
1784,12,1785.04166666667,0,1.5,1.5,1.5
1785,1,1785.125,-1.5,0,-1.5,-1.5
1785,2,1785.20833333333,-2,0,-2,-2
1785,3,1785.29166666667,-2,0,-2,-2
1785,4,1785.375,0,1,1,1
1785,5,1785.45833333333,0,0.670194,0.670194,0.670194
1785,6,1785.54166666667,0,0,0,0
1785,7,1785.625,0,2,2,2
1785,8,1785.70833333333,0,2,2,2
1785,9,1785.79166666667,0,1.590945,1.590945,1.590945
1785,10,1785.875,0,0,0,0
1785,11,1785.95833333333,-1,0,-1,-1
1785,12,1786.04166666667,-2,0,-2,-2
1786,1,1786.125,-1.590945,0,-1.590945,-1.590945
1786,2,1786.20833333333,-1.796638,0,-1.796638,-1.796638
1786,3,1786.29166666667,-2.369195,0,-2.369195,-2.369195
1786,4,1786.375,-2.132482,0,-2.132482,-2.132482
1786,5,1786.45833333333,-2.276043,0,-2.276043,-2.276043
1786,6,1786.54166666667,-2.107166,0,-2.107166,-2.107166
1786,7,1786.625,0,1.5,1.5,1.5
1786,8,1786.70833333333,0,1.340387,1.340387,1.340387
1786,9,1786.79166666667,0,2,2,2
1786,10,1786.875,0,1.796638,1.796638,1.796638
1786,11,1786.95833333333,-1,0,-1,-1
1786,12,1787.04166666667,0,1.5,1.5,1.5
1787,1,1787.125,-1.5,0,-1.5,-1.5
1787,2,1787.20833333333,-2,0,-2,-2
1787,3,1787.29166666667,-2.369195,0,-2.369195,-2.369195
1787,4,1787.375,-1.796638,1.5,-0.296638,-1.796638
1787,5,1787.45833333333,-1,1.340387,0.340387,1.340387
1787,6,1787.54166666667,-2.487896,0,-2.487896,-2.487896
1787,7,1787.625,-2.276043,0,-2.276043,-2.276043
1787,8,1787.70833333333,-2.709214,0,-2.709214,-2.709214
1787,9,1787.79166666667,-3,0,-3,-3
1787,10,1787.875,-2.117092,1.5,-0.617092,-2.117092
1787,11,1787.95833333333,-1,1.340387,0.340387,1.340387
1787,12,1788.04166666667,0,1.590945,1.590945,1.590945
1788,1,1788.125,0,0.670194,0.670194,0.670194
1788,2,1788.20833333333,0,1,1,1
1788,3,1788.29166666667,-1.5,0,-1.5,-1.5
1788,4,1788.375,-1.340387,0,-1.340387,-1.340387
1788,5,1788.45833333333,-1.590945,0,-1.590945,-1.590945
1788,6,1788.54166666667,-0.670194,0,-0.670194,-0.670194
1788,7,1788.625,-1.590945,0,-1.590945,-1.590945
1788,8,1788.70833333333,-2.132482,0,-2.132482,-2.132482
1788,9,1788.79166666667,0,1.5,1.5,1.5
1788,10,1788.875,0,2,2,2
1788,11,1788.95833333333,-1.5,0,-1.5,-1.5
1788,12,1789.04166666667,0,2.245797,2.245797,2.245797
1789,1,1789.125,0,2.76406,2.76406,2.76406
1789,2,1789.20833333333,0,2.487896,2.487896,2.487896
1789,3,1789.29166666667,-1,1.796638,0.796638,1.796638
1789,4,1789.375,0,2.107166,2.107166,2.107166
1789,5,1789.45833333333,0,2.249872,2.249872,2.249872
1789,6,1789.54166666667,0,2.646365,2.646365,2.646365
1789,7,1789.625,0,2.709214,2.709214,2.709214
1789,8,1789.70833333333,0,3.096548,3.096548,3.096548
1789,9,1789.79166666667,0,3.704911,3.704911,3.704911
1789,10,1789.875,0,4,4,4
1789,11,1789.95833333333,-1,3.811136,2.811136,3.811136
1789,12,1790.04166666667,-1.340387,3,1.659613,3
1790,1,1790.125,0,3.175638,3.175638,3.175638
1790,2,1790.20833333333,-1.5,2.381728,0.881728,2.381728
1790,3,1790.29166666667,-1.340387,2.117092,0.776705,2.117092
1790,4,1790.375,-1.590945,0,-1.590945,-1.590945
1790,5,1790.45833333333,-2.245797,0,-2.245797,-2.245797
1790,6,1790.54166666667,-1.590945,0,-1.590945,-1.590945
1790,7,1790.625,0,1,1,1
1790,8,1790.70833333333,0,0.670194,0.670194,0.670194
1790,9,1790.79166666667,0,0,0,0
1790,10,1790.875,0,0,0,0
1790,11,1790.95833333333,-1.5,0,-1.5,-1.5
1790,12,1791.04166666667,0,1.5,1.5,1.5
1791,1,1791.125,0,2,2,2
1791,2,1791.20833333333,-1,2,1,2
1791,3,1791.29166666667,-1.340387,1.796638,0.456251,1.796638
1791,4,1791.375,-0.670194,0,-0.670194,-0.670194
1791,5,1791.45833333333,-1,0,-1,-1
1791,6,1791.54166666667,-0.670194,0,-0.670194,-0.670194
1791,7,1791.625,0,0,0,0
1791,8,1791.70833333333,-2,0,-2,-2
1791,9,1791.79166666667,-2,0,-2,-2
1791,10,1791.875,-1.590945,0,-1.590945,-1.590945
1791,11,1791.95833333333,0,0,0,0
1791,12,1792.04166666667,0,1.5,1.5,1.5
1792,1,1792.125,0,1.340387,1.340387,1.340387
1792,2,1792.20833333333,-1,0,-1,-1
1792,3,1792.29166666667,-0.670194,0,-0.670194,-0.670194
1792,4,1792.375,0,1,1,1
1792,5,1792.45833333333,0,0.670194,0.670194,0.670194
1792,6,1792.54166666667,0,2,2,2
1792,7,1792.625,-1,1.340387,0.340387,1.340387
1792,8,1792.70833333333,-0.670194,0,-0.670194,-0.670194
1792,9,1792.79166666667,0,1.796638,1.796638,1.796638
1792,10,1792.875,0,1.340387,1.340387,1.340387
1792,11,1792.95833333333,-1,0,-1,-1
1792,12,1793.04166666667,0,1.5,1.5,1.5
1793,1,1793.125,-1,0.670194,-0.329806,-1
1793,2,1793.20833333333,-0.670194,0,-0.670194,-0.670194
1793,3,1793.29166666667,-1,0,-1,-1
1793,4,1793.375,-1.340387,0,-1.340387,-1.340387
1793,5,1793.45833333333,-0.670194,0,-0.670194,-0.670194
1793,6,1793.54166666667,0,0,0,0
1793,7,1793.625,0,0,0,0
1793,8,1793.70833333333,-1.5,0,-1.5,-1.5
1793,9,1793.79166666667,-1.340387,0,-1.340387,-1.340387
1793,10,1793.875,-2,0,-2,-2
1793,11,1793.95833333333,-2.245797,0,-2.245797,-2.245797
1793,12,1794.04166666667,-1.590945,0,-1.590945,-1.590945
1794,1,1794.125,-2.487896,0,-2.487896,-2.487896
1794,2,1794.20833333333,-2.276043,0,-2.276043,-2.276043
1794,3,1794.29166666667,-2.107166,0,-2.107166,-2.107166
1794,4,1794.375,-2.249872,0,-2.249872,-2.249872
1794,5,1794.45833333333,-2.117092,0,-2.117092,-2.117092
1794,6,1794.54166666667,-2.249872,0,-2.249872,-2.249872
1794,7,1794.625,-2.646365,0,-2.646365,-2.646365
1794,8,1794.70833333333,-1.590945,1,-0.590945,-1.590945
1794,9,1794.79166666667,0,0.670194,0.670194,0.670194
1794,10,1794.875,0,1,1,1
1794,11,1794.95833333333,0,0.670194,0.670194,0.670194
1794,12,1795.04166666667,-1.5,0,-1.5,-1.5
1795,1,1795.125,-2.117092,0,-2.117092,-2.117092
1795,2,1795.20833333333,-2.245797,0,-2.245797,-2.245797
1795,3,1795.29166666667,-1.796638,1,-0.796638,-1.796638
1795,4,1795.375,-1,0,-1,-1
1795,5,1795.45833333333,-2.132482,0,-2.132482,-2.132482
1795,6,1795.54166666667,-0.670194,0,-0.670194,-0.670194
1795,7,1795.625,-2.107166,0,-2.107166,-2.107166
1795,8,1795.70833333333,0,1.5,1.5,1.5
1795,9,1795.79166666667,-2.117092,0,-2.117092,-2.117092
1795,10,1795.875,-2,0,-2,-2
1795,11,1795.95833333333,-1.590945,1,-0.590945,-1.590945
1795,12,1796.04166666667,-1.796638,0,-1.796638,-1.796638
1796,1,1796.125,-1.340387,0,-1.340387,-1.340387
1796,2,1796.20833333333,-0.670194,0,-0.670194,-0.670194
1796,3,1796.29166666667,-2.601192,0,-2.601192,-2.601192
1796,4,1796.375,-3,0,-3,-3
1796,5,1796.45833333333,-2.81234,1,-1.81234,-2.81234
1796,6,1796.54166666667,-2.646365,0.670194,-1.976171,-2.646365
1796,7,1796.625,0,1.590945,1.590945,1.590945
1796,8,1796.70833333333,0,1.340387,1.340387,1.340387
1796,9,1796.79166666667,0,0,0,0
1796,10,1796.875,0,1,1,1
1796,11,1796.95833333333,0,0.670194,0.670194,0.670194
1796,12,1797.04166666667,-1,0,-1,-1
1797,1,1797.125,-2,0,-2,-2
1797,2,1797.20833333333,-2.245797,0,-2.245797,-2.245797
1797,3,1797.29166666667,-2.245797,0,-2.245797,-2.245797
1797,4,1797.375,0,1.5,1.5,1.5
1797,5,1797.45833333333,0,1.340387,1.340387,1.340387
1797,6,1797.54166666667,0,2.245797,2.245797,2.245797
1797,7,1797.625,-1.5,0.670194,-0.829806,-1.5
1797,8,1797.70833333333,-1.340387,0,-1.340387,-1.340387
1797,9,1797.79166666667,0,0,0,0
1797,10,1797.875,0,0,0,0
1797,11,1797.95833333333,0,0,0,0
1797,12,1798.04166666667,-1.5,0,-1.5,-1.5
1798,1,1798.125,-1.340387,0,-1.340387,-1.340387
1798,2,1798.20833333333,-1.590945,0,-1.590945,-1.590945
1798,3,1798.29166666667,-2.245797,0,-2.245797,-2.245797
1798,4,1798.375,-2.76406,0,-2.76406,-2.76406
1798,5,1798.45833333333,-2.132482,1,-1.132482,-2.132482
1798,6,1798.54166666667,0,0.670194,0.670194,0.670194
1798,7,1798.625,0,1.590945,1.590945,1.590945
1798,8,1798.70833333333,-1.5,0,-1.5,-1.5
1798,9,1798.79166666667,-2.117092,0,-2.117092,-2.117092
1798,10,1798.875,-2,0,-2,-2
1798,11,1798.95833333333,-1.796638,0,-1.796638,-1.796638
1798,12,1799.04166666667,-2.369195,0,-2.369195,-2.369195
1799,1,1799.125,-2.84331,0,-2.84331,-2.84331
1799,2,1799.20833333333,-2.276043,1,-1.276043,-2.276043
1799,3,1799.29166666667,-3,0,-3,-3
1799,4,1799.375,-2.249872,1.5,-0.749872,-2.249872
1799,5,1799.45833333333,-2.117092,1.340387,-0.776705,-2.117092
1799,6,1799.54166666667,-1,0,-1,-1
